"Line","LineType","FromBus","ToBus","Reactance","FlowLimitForw","FlowLimitBack","FOR"
"D-100.To.D-126","AC","D-100","D-126",0.01247,1001,1001,0.003
"D-108.To.D-101","AC","D-108","D-101",0.00611,1201,1201,0.003
"D-102.To.D-110","AC","D-102","D-110",0.00315,1601,1601,0.003
"D-113.To.D-103","AC","D-113","D-103",0.01818,1501,1501,0.003
"D-115.To.D-103","AC","D-115","D-103",0.03555,1001,1001,0.003
"D-104.To.D-108","AC","D-104","D-108",0.01377,1001,1001,0.003
"D-116.To.D-107","AC","D-116","D-107",0.01084,501,501,0.003
"D-107.To.D-119","AC","D-107","D-119",0.00964,1001,1001,0.003
"D-108.To.D-111","AC","D-108","D-111",0.01719,1001,1001,0.003
"D-108.To.D-123","AC","D-108","D-123",0.06543,501,501,0.003
"D-110.To.D-123","AC","D-110","D-123",0.00893,1001,1001,0.003
"D-111.To.D-120","AC","D-111","D-120",0.02603,501,501,0.003
"D-123.To.D-111","AC","D-123","D-111",0.04114,601,601,0.003
"D-112.To.D-119","AC","D-112","D-119",0.00573,601,601,0.003
"D-113.To.D-117","AC","D-113","D-117",0.0148,501,501,0.003
"D-113.To.D-121","AC","D-113","D-121",0.01898,501,501,0.003
"D-113.To.D-122","AC","D-113","D-122",0.00679,1001,1001,0.003
"D-129.To.D-113","AC","D-129","D-113",0.02262,2001,2001,0.003
"D-114.To.D-118","AC","D-114","D-118",0.02777,1301,1301,0.003
"D-114.To.D-129","AC","D-114","D-129",0.00734,1501,1501,0.003
"D-115.To.D-125","AC","D-115","D-125",0.02222,501,501,0.003
"D-118.To.D-124","AC","D-118","D-124",0.01437,1001,1001,0.003
"D-119.To.D-124","AC","D-119","D-124",0.00782,701,701,0.003
"D-119.To.D-138","AC","D-119","D-138",0.00852,1201,1201,0.003
"D-120.To.D-131","AC","D-120","D-131",0.01866,501,501,0.003
"D-126.To.D-123","AC","D-126","D-123",0.00661,501,501,0.003
"D-123.To.D-127","AC","D-123","D-127",0.01103,2001,2001,0.003
"D_Rommer.To.D-123","AC","D_Rommer","D-123",0.00481,2001,2001,0.003
"D_Rommer.To.D-123.(2)","AC","D_Rommer","D-123",0.00577,1501,1501,0.003
"D-123.To.D-137","AC","D-123","D-137",0.02421,501,501,0.003
"D-124.To.D-139","AC","D-124","D-139",0.007,501,501,0.003
"D-127.To.D-131","AC","D-127","D-131",0.00695,701,701,0.003
"D_Rommer.To.D-136","AC","D_Rommer","D-136",0.00614,10000,10000,0.003
"D_Rommer.To.D-137","AC","D_Rommer","D-137",0.0203,501,501,0.003
"D-137.To.D_Rommer.(2)","AC","D-137","D_Rommer",0.00401,2601,2601,0.003
"D-129.To.D-134","AC","D-129","D-134",0.0419,1001,1001,0.003
"D-135.To.D-129","AC","D-135","D-129",0.01091,501,501,0.003
"D-129.To.D-142","AC","D-129","D-142",0.01223,2701,2701,0.003
"D-130.To.D-138","AC","D-130","D-138",0.00546,501,501,0.003
"D-131.To.D-133","AC","D-131","D-133",0.02045,501,501,0.003
"D-137.To.D-131","AC","D-137","D-131",0.01862,1001,1001,0.003
"D-137.To.D-131.(2)","AC","D-137","D-131",0.0539,501,501,0.003
"D-138.To.D-131","AC","D-138","D-131",0.0155,801,801,0.003
"D-131.To.D-143","AC","D-131","D-143",0.03292,501,501,0.003
"D_Siersd.To.D-136","AC","D_Siersd","D-136",0.00698,2701,2701,0.003
"D-136.To.D-137","AC","D-136","D-137",0.00844,1501,1501,0.003
"D-136.To.D-147","AC","D-136","D-147",0.01032,1301,1301,0.003
"D-137.To.D-141","AC","D-137","D-141",0.00438,1301,1301,0.003
"D-144.To.D-137","AC","D-144","D-137",0.03882,501,501,0.003
"D-148.To.D-138","AC","D-148","D-138",0.00955,1101,1101,0.003
"D-139.To.D-149","AC","D-139","D-149",0.01509,601,601,0.003
"D-142.To.D-140","AC","D-142","D-140",0.01069,1501,1501,0.003
"D-140.To.D-156","AC","D-140","D-156",0.01575,1501,1501,0.003
"D-141.To.D-144","AC","D-141","D-144",0.00757,1101,1101,0.003
"D-142.To.D-150","AC","D-142","D-150",0.00524,1101,1101,0.003
"D-157.To.D-143","AC","D-157","D-143",0.03585,501,501,0.003
"D-144.To.D-145","AC","D-144","D-145",0.02623,501,501,0.003
"D-155.To.D-144","AC","D-155","D-144",0.0216,601,601,0.003
"D-165/16.To.D-144","AC","D-165/16","D-144",0.02702,901,901,0.003
"D-146.To.D-160","AC","D-146","D-160",0.05996,501,501,0.003
"D-147.To.D-160","AC","D-147","D-160",0.01147,1001,1001,0.003
"D-148.To.D-152","AC","D-148","D-152",0.0075,1001,1001,0.003
"D-148.To.D-153","AC","D-148","D-153",0.00531,501,501,0.003
"D-149.To.D-154","AC","D-149","D-154",0.02415,601,601,0.003
"D-150.To.D-151","AC","D-150","D-151",0.00437,1001,1001,0.003
"D-150.To.D-161","AC","D-150","D-161",0.00944,1201,1201,0.003
"D-150.To.D-170","AC","D-150","D-170",0.0446,1001,1001,0.003
"D-154.To.D-151","AC","D-154","D-151",0.01257,1001,1001,0.003
"D-152.To.D-158","AC","D-152","D-158",0.00442,501,501,0.003
"D-152.To.D-159","AC","D-152","D-159",0.0475,501,501,0.003
"D-171.To.D-154","AC","D-171","D-154",0.01691,501,501,0.003
"D-174.To.D-154","AC","D-174","D-154",0.01699,1101,1101,0.003
"D-154.To.D-179","AC","D-154","D-179",0.01917,1001,1001,0.003
"D-155.To.D-158","AC","D-155","D-158",0.01026,1001,1001,0.003
"D-155.To.D-165/16","AC","D-155","D-165/16",0.00803,1001,1001,0.003
"D-156.To.D-172","AC","D-156","D-172",0.00743,1601,1601,0.003
"D-157.To.D-158","AC","D-157","D-158",0.01529,501,501,0.003
"D-157.To.D-158.(2)","AC","D-157","D-158",0.03324,501,501,0.003
"D-157.To.D-165/16","AC","D-157","D-165/16",0.01849,1001,1001,0.003
"D-158.To.D-159","AC","D-158","D-159",0.02192,501,501,0.003
"D-158.To.D-175","AC","D-158","D-175",0.05944,501,501,0.003
"D-159.To.D-163","AC","D-159","D-163",0.02296,501,501,0.003
"D-160.To.D-162","AC","D-160","D-162",0.03824,1501,1501,0.003
"D-160.To.D_185","AC","D-160","D_185",0.01103,601,601,0.003
"D-229.To.D-160","AC","D-229","D-160",0.01111,7700,7700,0.003
"D-174.To.D-161","AC","D-174","D-161",0.00744,1001,1001,0.003
"D-162.To.D-173","AC","D-162","D-173",0.01425,1501,1501,0.003
"D-163.To.D-174","AC","D-163","D-174",0.08197,501,501,0.003
"D-164.To.D-165/16","AC","D-164","D-165/16",0.11579,501,501,0.003
"D-164.To.D-178","AC","D-164","D-178",0.05981,501,501,0.003
"D-165/16.To.D-177","AC","D-165/16","D-177",0.01324,601,601,0.003
"D-165/16.To.D-177.(2)","AC","D-165/16","D-177",0.03239,501,501,0.003
"D-165/16.To.D-180","AC","D-165/16","D-180",0.02515,1001,1001,0.003
"D-165/16.To.D-182","AC","D-165/16","D-182",0.00888,2301,2301,0.003
"D-170.To.D-172","AC","D-170","D-172",0.04117,1501,1501,0.003
"D-174.To.D-170","AC","D-174","D-170",0.03066,1001,1001,0.003
"D-170.To.D-187","AC","D-170","D-187",0.05028,1001,1001,0.003
"D-182.To.D-171","AC","D-182","D-171",0.03705,501,501,0.003
"D-172.To.D-183","AC","D-172","D-183",0.00758,501,501,0.003
"D-172.To.D-188","AC","D-172","D-188",0.02484,1101,1101,0.003
"D-173.To.D-185","AC","D-173","D-185",0.05271,701,701,0.003
"D-174.To.D-190","AC","D-174","D-190",0.01197,1501,1501,0.003
"D-175.To.D-186","AC","D-175","D-186",0.02608,501,501,0.003
"D-176.To.D-186","AC","D-176","D-186",0.02155,2001,2001,0.003
"D-186.To.D-177","AC","D-186","D-177",0.03433,1001,1001,0.003
"D-177.To.D-192","AC","D-177","D-192",0.01399,1501,1501,0.003
"D-177.To.D-192.(2)","AC","D-177","D-192",0.02786,1001,1001,0.003
"D-180.To.D-178","AC","D-180","D-178",0.02416,501,501,0.003
"D-186.To.D-179","AC","D-186","D-179",0.00976,1501,1501,0.003
"D-194.To.D-179","AC","D-194","D-179",0.04976,1001,1001,0.003
"D-194.To.D-179.(2)","AC","D-194","D-179",0.03177,1101,1101,0.003
"D_185.To.D-180","AC","D_185","D-180",0.00586,1501,1501,0.003
"D-186.To.D-181","AC","D-186","D-181",0.01022,2101,2101,0.003
"D-182.To.D-192","AC","D-182","D-192",0.00817,501,501,0.003
"D-182.To.D-196","AC","D-182","D-196",0.01467,1501,1501,0.003
"D-182.To.D-196.(2)","AC","D-182","D-196",0.01779,1001,1001,0.003
"D-189.To.D-186","AC","D-189","D-186",0.0041,1501,1501,0.003
"D-186.To.D-196","AC","D-186","D-196",0.00742,2101,2101,0.003
"D-196.To.D-186.(2)","AC","D-196","D-186",0.04978,501,501,0.003
"D-187.To.D-190","AC","D-187","D-190",0.02626,601,601,0.003
"D-187.To.D-193","AC","D-187","D-193",0.02456,1001,1001,0.003
"D-188.To.D-191","AC","D-188","D-191",0.01412,1501,1501,0.003
"A_st.Pet.To.D-188","AC","A_st.Pet","D-188",0.04123,1380,1380,0.003
"D-189.To.D-196","AC","D-189","D-196",0.01706,1001,1001,0.003
"D-189.To.D-203","AC","D-189","D-203",0.0247,1601,1601,0.003
"D-190.To.D-197","AC","D-190","D-197",0.01042,3001,3001,0.003
"D-191.To.D-206","AC","D-191","D-206",0.01146,1801,1801,0.003
"D-192.To.D-199","AC","D-192","D-199",0.01999,501,501,0.003
"D-192.To.D-200","AC","D-192","D-200",0.0172,1001,1001,0.003
"D-192.To.D_Eichst","AC","D-192","D_Eichst",0.02273,2001,2001,0.003
"D-193.To.D-231","AC","D-193","D-231",0.04776,1001,1001,0.003
"D-194.To.E-204","AC","D-194","E-204",0.00635,10000,10000,0.003
"D-203.To.D-195","AC","D-203","D-195",0.00588,501,501,0.003
"D-196.To.D-208","AC","D-196","D-208",0.01091,1601,1601,0.003
"E-211.To.D-196","AC","E-211","D-196",0.01569,10000,10000,0.003
"E-218.To.D-196","AC","E-218","D-196",0.02424,10000,10000,0.003
"D-197.To.D-206.(2)","AC","D-197","D-206",0.00558,3001,3001,0.003
"D-202.To.D-198","AC","D-202","D-198",0.00947,1001,1001,0.003
"D-198.To.D-205","AC","D-198","D-205",0.00484,701,701,0.003
"D-207.To.D-198","AC","D-207","D-198",0.01071,1301,1301,0.003
"D-198.To.D-210","AC","D-198","D-210",0.00684,601,601,0.003
"D-200.To.D-212","AC","D-200","D-212",0.023,1001,1001,0.003
"D-203.To.D-201","AC","D-203","D-201",0.00473,501,501,0.003
"D-213.To.D-202","AC","D-213","D-202",0.01139,1001,1001,0.003
"E-217.To.D-203","AC","E-217","D-203",0.05171,10000,10000,0.003
"E-204.To.D-213","AC","E-204","D-213",0.00804,10000,10000,0.003
"D-205.To.D-210","AC","D-205","D-210",0.00496,501,501,0.003
"D-207.To.D-206","AC","D-207","D-206",0.01122,2501,2501,0.003
"D-206.To.D-209","AC","D-206","D-209",0.005,501,501,0.003
"D-206.To.D-216","AC","D-206","D-216",0.01142,501,501,0.003
"D-207.To.D-214","AC","D-207","D-214",0.00599,1001,1001,0.003
"D-208.To.E-215","AC","D-208","E-215",0.01279,10000,10000,0.003
"D-213.To.D-210","AC","D-213","D-210",0.07995,501,501,0.003
"D-210.To.D_leupol","AC","D-210","D_leupol",0.0166,601,601,0.003
"E-211.To.D-213","AC","E-211","D-213",0.00994,10000,10000,0.003
"D-212.To.D_Eichst","AC","D-212","D_Eichst",0.0257,801,801,0.003
"D-213.To.D_leupol","AC","D-213","D_leupol",0.00897,1501,1501,0.003
"D-213.To.E_obermo","AC","D-213","E_obermo",0.01547,10000,10000,0.003
"D-214.To.D_oberbr","AC","D-214","D_oberbr",0.03698,9900,9900,0.003
"E-217.To.E-215","AC","E-217","E-215",0.00685,5100,5100,0.003
"E-220.To.E-217","AC","E-220","E-217",0.02255,501,501,0.003
"E-217.To.D_engstl","AC","E-217","D_engstl",0.01288,1580,1580,0.003
"E-218.To.E_obermo","AC","E-218","E_obermo",0.01232,6600,6600,0.003
"D_Tienge.To.E-218","AC","D_Tienge","E-218",0.02441,10000,10000,0.003
"D-219.To.D_leupol","AC","D-219","D_leupol",0.05398,1001,1001,0.003
"D-219.To.D-224","AC","D-219","D-224",0.04047,501,501,0.003
"D_Eichst.To.D_engstl","AC","D_Eichst","D_engstl",0.04123,601,601,0.003
"D_Eichst.To.D_kuhmoo","AC","D_Eichst","D_kuhmoo",0.01009,1501,1501,0.003
"A_Westti.To.D_leupol","AC","A_Westti","D_leupol",0.01829,1750,1750,0.003
"D_Tienge.To.E-223","AC","D_Tienge","E-223",0.04774,10000,10000,0.003
"E_obermo.To.A_Burs","AC","E_obermo","A_Burs",0.01181,1370,1370,0.003
"E_obermo.To.A_Burs.(2)","AC","E_obermo","A_Burs",0.02231,1370,1370,0.003
"D_oberbr.To.A_Westti","AC","D_oberbr","A_Westti",0.01299,1520,1520,0.003
"D-231.To.D_233","AC","D-231","D_233",0.02237,501,501,0.003
"A_st.Pet.To.D-231","AC","A_st.Pet","D-231",0.0203,900,900,0.003
"A-1.To.A-2","AC","A-1","A-2",0.02017,501,501,0.003
"A-3.To.A-1","AC","A-3","A-1",0.05001,1501,1501,0.003
"A-1.To.A-4","AC","A-1","A-4",0.01261,1701,1701,0.003
"A-7.To.A-1","AC","A-7","A-1",0.08666,1001,1001,0.003
"A-8.To.A-3","AC","A-8","A-3",0.02812,1701,1701,0.003
"A-4.To.A-11","AC","A-4","A-11",0.03454,801,801,0.003
"A-15.To.A-4","AC","A-15","A-4",0.01795,1001,1001,0.003
"A-4.To.A-36","AC","A-4","A-36",0.02746,1001,1001,0.003
"A-5.To.A-7","AC","A-5","A-7",0.02438,901,901,0.003
"A-8.To.A-5","AC","A-8","A-5",0.01477,1001,1001,0.003
"A-6.To.A-10","AC","A-6","A-10",0.02118,1001,1001,0.003
"A_st.Pet.To.A-8","AC","A_st.Pet","A-8",0.02484,1701,1701,0.003
"A-8.To.A-10","AC","A-8","A-10",0.02973,501,501,0.003
"A-13.To.A-8","AC","A-13","A-8",0.02557,1501,1501,0.003
"A_st.Pet.To.A-10","AC","A_st.Pet","A-10",0.02469,1001,1001,0.003
"A_st.Pet.To.A-12","AC","A_st.Pet","A-12",0.01925,1201,1201,0.003
"A_st.Pet.To.A-35","AC","A_st.Pet","A-35",0.04117,460,460,0.003
"A-11.To.A-16","AC","A-11","A-16",0.07008,501,501,0.003
"A-18.To.A-12","AC","A-18","A-12",0.05314,1001,1001,0.003
"A-13.To.A-14","AC","A-13","A-14",0.02018,1001,1001,0.003
"A-14.To.A-16","AC","A-14","A-16",0.04024,901,901,0.003
"A-14.To.A-18","AC","A-14","A-18",0.08739,1101,1101,0.003
"A-15.To.A-22","AC","A-15","A-22",0.0126,901,901,0.003
"A-16.To.A-17","AC","A-16","A-17",0.01782,501,501,0.003
"A-27.To.A-17","AC","A-27","A-17",0.04007,501,501,0.003
"A-20.To.A-18","AC","A-20","A-18",0.01596,1601,1601,0.003
"A-18.To.A-30","AC","A-18","A-30",0.01601,1001,1001,0.003
"A-20.To.A-19","AC","A-20","A-19",0.01721,1001,1001,0.003
"A-21.To.A-19","AC","A-21","A-19",0.01405,1001,1001,0.003
"A_Westti.To.A-20","AC","A_Westti","A-20",0.06754,901,901,0.003
"A-20.To.A-24","AC","A-20","A-24",0.01338,1001,1001,0.003
"A-21.To.A_Westti","AC","A-21","A_Westti",0.03022,10000,10000,0.003
"A-31.To.A-22","AC","A-31","A-22",0.01897,1401,1401,0.003
"A_Burs.To.A_Westti","AC","A_Burs","A_Westti",0.01792,1001,1001,0.003
"A_Westti.To.A-29","AC","A_Westti","A-29",0.01603,1001,1001,0.003
"A-25.To.A_Burs","AC","A-25","A_Burs",0.00508,1501,1501,0.003
"A-30.To.A-26","AC","A-30","A-26",0.04621,501,501,0.003
"A-27.To.A-31","AC","A-27","A-31",0.0199,801,801,0.003
"A_Burs.To.A-33","AC","A_Burs","A-33",0.03475,1001,1001,0.003
"A-30.To.A-32","AC","A-30","A-32",0.08239,501,501,0.003
"A-34.To.A-31","AC","A-34","A-31",0.0215,1501,1501,0.003
"A-32.To.A-34","AC","A-32","A-34",0.01817,701,701,0.003
